H_tub_ID	HT16cellA	HT16cellB	HT16cellC	HT32cellA	HT32cellB	HT32cellC	HT4cellA	HT4cellB	HT4cellC	HTEGGA	HTEGGB	HTEGGC	HTGA	HTGB	HTGC	HTMBA	HTMBB	HTMBC	HTPRA	HTPRB	HTPRC
HTU_26206.t1	71	75.22	68	65.67	69.50	82.50	63.50	47.70	52	39.50	29	22.06	388.60	1370.25	1093.52	1105.17	1561.12	1281.08	1362.12	1612	1587.25
HTU_26206.t1.1.5f2ccbe9	65	68.22	66	63.67	66.50	78.50	63.50	46.70	46	37.50	27	20.06	398.60	1450.25	1131.52	1169.17	1660.12	1351.08	1436.12	1707	1664.25
HTU_26564.t1	31	49	27	36	40	36	3	9	22	7	10	10	20	25	43	71	80	26	16	6	12
HTU_24683.t1	1	0	0	1	0	0	0	1	6	0	0	3	3	2	2	51	19	6	13	18	14
HTU_25480.t1	0	0	0	1.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_24783.t1	31.17	7.50	48.75	30.92	13.17	51.75	4.00	0	17.17	10.50	0.67	8.50	49.67	29.33	9.83	32.75	98.00	59.92	49.42	26.75	58.58
HTU_25187.t1	187	97	71	151.50	101.92	68	62	55.50	91	19	17.50	35.50	3.50	2	3	20	6.50	2.50	3	4	3.50
HTU_25187.t1.1.5f2ccbec	288	151	99	247.50	134.92	120	69	76.50	123	27	22.50	45.50	4.50	4	3	27	12.50	5.50	6	6	4.50
HTU_25460.t1	713.25	795	435.25	684.50	498	512.00	178.00	291.50	421.50	57	45	65	53	61.50	53.50	168	256.00	113.50	51.50	43	42.50
HTU_25460.t1.1.5f2ccbde	720.25	801	436.25	697.50	498	520.00	180.00	295.50	430.50	57	46	65	52	61.50	51.50	161	243.00	110.50	50.50	39	39.50
HTU_25293.t1	97.50	168.50	197.50	96.50	123.50	259.50	16.50	173	160.50	58	168.50	93	55	51	68	67	89	70.50	69.50	64.83	67.50
HTU_25207.t1	290	416	674	306	382	825	196	343	1024	29	20	54	483	580	706	669	945	800	662	885	570
HTU_25364.t1	10.00	13.33	8.83	14.00	5.83	13.00	1.00	9.00	4.33	3.00	6.33	3.33	0	2	0.33	4.50	8.50	3.33	9.83	10	13.33
HTU_24733.t1	963	1014	868	1009	992	1078	980	815	953	870	737	842	25	31.50	26	36	29.50	31	20	19	19
HTU_24377.t3	1099.64	1122.46	652.48	1414.74	966.31	812.83	241.05	485.32	575.65	50.50	41.83	65.04	48.00	52.16	62.83	133.16	177.38	43.50	63.00	71.16	65.16
HTU_24377.t2	1099.64	1122.46	652.48	1414.74	966.31	812.83	241.05	485.32	575.65	50.50	41.83	65.04	48.00	52.16	62.83	133.16	177.38	43.50	63.00	71.16	65.16
HTU_24377.t1	1105.64	1127.46	655.98	1420.24	970.81	816.33	244.05	488.82	580.15	50.50	41.83	66.54	49.00	52.66	63.33	134.66	177.88	44.00	63.50	71.66	66.16
HTU_26351.t1	200.17	230.50	237	235	225.50	300	100	185.50	220.50	51.50	49	33.50	27.50	44	46	115.50	115	61.50	22	17.50	34.50
HTU_25931.t1	325	384	213	348	282	276	72	121	156	75	34	75	330	443	499	499	472	354	503.00	480	524
HTU_26447.t1	286	440	172	286	273	238	36	137	236	22	15	20	15	14	24	39	39	16	44	60	38
HTU_24787.t1	0	0.50	0	0	0	0	0	0	0	0	0	0	2	1	0	5	3	0	0	0.50	0
HTU_25653.t1	3714.00	3183.00	4280.00	3626	2737.00	4890.00	4089	3778	4463	3760	4021	7282	2267	3038	2205	2102	2831	2169	2318	2665	2288.25
HTU_26032.t2	406.42	439.75	345.13	418.31	310.74	419.18	63.01	293.80	373.10	241.47	271.84	352.37	3268.95	4449.70	4307.60	3015.34	4021.97	3031.63	2506.32	2384.02	2294.39
HTU_26032.t2.1.5f2ccbe7	405.92	437.75	340.63	415.81	308.24	414.18	62.01	294.30	372.10	238.97	271.84	351.37	3027.95	4066.20	3889.60	2654.84	3592.47	2684.13	2747.82	2667.02	2528.39
HTU_26032.t2.2.5f2ccbe7	1040.08	1078.50	952.67	1144.18	908.74	1152.53	400.54	947.80	1173.60	1220.80	1301.02	1664.37	12281.69	15471.12	14251.60	7333.84	9850.47	9191.16	8075.52	8031.05	8068.30
HTU_26032.t2.3.5f2ccbe7	402.00	437.00	338.30	415.73	308.57	413.43	60.92	282.30	366.85	232.30	264.51	334.95	3452.28	4744.78	4513.93	3095.26	4235.72	3205.13	2774.74	2651.44	2560.39
HTU_26032.t2.4.5f2ccbe7	401.50	435.00	333.80	413.23	306.07	408.43	59.92	282.80	365.85	229.80	264.51	333.95	3211.28	4361.28	4095.93	2734.76	3806.22	2857.63	3016.24	2934.44	2794.39
HTU_26032.t2.5.5f2ccbe7	450.50	488.00	372.30	463.23	334.57	452.43	62.92	320.80	405.85	259.30	289.01	355.95	3113.28	4266.53	4015.43	2723.76	3793.22	2812.63	2724.74	2624.94	2515.89
HTU_26032.t1	373.67	400.67	315.63	379.02	284.49	384.10	55.53	267.63	343.60	219.64	250.99	316.95	2782.35	3751.21	3599.75	2458.46	3331.51	2470.00	2548.54	2464.25	2351.93
HTU_25823.t1	139	114.50	79	73	69	61	37.50	75	104	247.50	244.50	346	24.50	28	29	22.50	25	13	206	286	253.50
HTU_25823.t1.1.5f2ccbe4	150	123.50	84	80	77	70	43.50	83	113	271.50	266.50	386	29.50	29	29	26.50	32	15	229	317	275.50
HTU_26476.t1	406.93	455.32	451.76	447.82	337.53	513.47	97.27	356.98	800.42	73.55	41.59	107.07	154.30	153.66	168.97	269.05	243.53	168.63	328.09	320.21	342.23
HTU_26476.t1.1.5f2ccbcd	406.60	454.65	451.76	447.15	337.20	513.47	97.27	356.98	799.42	73.55	41.59	107.07	154.30	153.66	168.64	268.71	243.53	168.63	328.09	320.21	341.56
HTU_26476.t1.2.5f2ccbce	304.93	324.99	352.93	327.65	267.53	415.47	92.93	290.65	674.92	63.05	34.59	96.24	118.63	118.57	123.47	182.38	169.36	115.63	228.26	225.38	248.06
HTU_26476.t1.3.5f2ccbce	304.93	325.49	353.43	327.15	268.03	410.97	91.93	293.65	670.42	62.05	35.09	95.24	118.13	118.32	123.47	182.38	169.36	115.13	228.26	225.38	248.06
HTU_26476.t1.4.5f2ccbce	304.60	324.32	352.93	326.98	267.20	415.47	92.93	290.65	673.92	63.05	34.59	96.24	118.63	118.57	123.14	182.05	169.36	115.63	228.26	225.38	247.39
HTU_26476.t1.5.5f2ccbce	304.60	324.82	353.43	326.48	267.70	410.97	91.93	293.65	669.42	62.05	35.09	95.24	118.13	118.32	123.14	182.05	169.36	115.13	228.26	225.38	247.39
HTU_26395.t1	94.50	264.50	152.50	119.50	278.50	183.50	80	336.50	305	146	152.50	149	106	32.50	124.50	26	19	8.50	151	153.50	141
HTU_26395.t1.1.5f2ccbcc	94.50	264.50	152.50	119.50	279.50	183.50	80	336.50	305	146	152.50	149	113	32.50	133.50	27	21	9.50	155	159.50	153
HTU_25351.t1	0	1.50	0	0	0	0	0	0	0.50	0	0	0	0	0	1	0	0	1	0	1	1
HTU_25473.t1	4	8	3	6.50	16	7.50	15	7	15.50	5.50	0	4	35.50	39	23.50	16	67.50	19.50	13	11.50	15.50
HTU_26172.t1	0	0	0	0	0	0	0	0	0	0	0	0	5.50	3.50	5	4	4	3.50	2	2	3
HTU_25165.t1	1181.17	1586.25	1249.83	1135.50	1449.67	1398.08	708	1334.00	1157.83	145.50	142.50	114.50	1801.17	1761.33	1496.67	1259.33	2110.83	1314.00	1373.33	1498.83	1599.33
HTU_25774.t1	0	0	0	0	0.50	0	0	0	0	0	0	0	0	0.50	1	0	0.50	1	1	0	2.50
HTU_25168.t1	76	29	155.50	79.83	14.50	189.33	74.33	93.17	218.17	347.67	183	374.17	36.50	15.50	30.83	34.50	29	28.50	32.83	49.67	23
HTU_26475.t1	172.39	193.33	205.33	220.87	246	238	324.33	123.08	205.00	130	117	223.83	6903.34	7042.33	7086.00	5747.53	5555.45	2267.30	14681.01	17355.03	15950.67
HTU_24566.t1	1	1	0	0	0	0.50	0	0	0	0	0	0	1	1	0.50	0.50	0.50	0.50	2	1.50	2.50
HTU_24703.t1	4319.00	5613.50	3145	4736	3527.50	3798.50	651	2051.50	2487.00	439	435.50	626	691	960	1007	1611.50	1990.50	980	844	862.25	790.50
HTU_24703.t2	4319.00	5613.50	3145	4736	3527.50	3798.50	651	2051.50	2487.00	439	435.50	626	691	960	1007	1611.50	1990.50	980	844	862.25	790.50
HTU_25385.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8.33	0	1	0	0
HTU_25625.t1	339	362.67	243	396	336.50	278	106	172	266	19	35	44	80	77	114	99	124	58	117	128	122
HTU_24811.t1	180.50	231.50	160	212.14	238	181	247	140	124	51	27	22	982.25	897	990	642	815	449	964.50	1180	948.75
HTU_26178.t1	180.17	247.38	212.83	158.50	215.75	255.25	77.92	193.50	161.82	40.92	34.08	33.98	111.42	200.92	104.33	91.50	149.33	166.25	125.50	109.67	180.47
HTU_25465.t1	8	5	6	8	4	4	2	2	1	2	6	2	0	1	0	1	1.67	0	5	13	5
HTU_26016.t1	35	56	8	28.00	41	11	54	20	62.20	46.20	24	55	39	49	37.50	21	53	16	45	68	55
HTU_25843.t1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
HTU_25466.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0
HTU_26438.t1	7582.00	11106.00	7702.00	7983.00	10509.00	9001.00	6112.00	7312.00	8376.00	377	263	346	689.00	760	712.00	960.00	1633.00	1189	610	636	660
HTU_24502.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	2
HTU_26000.t1	307.50	387	260.07	280.57	335	293.50	67	227.50	412	168.50	157	261.50	189.50	289.50	197.12	181.57	295.50	217.50	268	314.50	249.50
HTU_26000.t1.1.5f2ccbe6	313.50	391	262.07	282.57	338	300.50	69	233.50	419	173.50	161	266.50	193.50	298.50	200.12	187.57	300.50	222.50	272	321.50	253.50
HTU_26136.t1	1851	2274	1625	1714	1908	1850	513	1445	1977	512	305	471	59	50	45	89	68	25	80	114	109
HTU_24949.t1	19	22	13	21	16	17	18	20	48	13	10	41	58	76	58	12	9	9	62	72	87
HTU_26013.t1	13	17	4	12	11	13	5	14	2	11	5	2	15	6	2	24	12	7	7	19	12
HTU_26539.t1	0	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_24445.t1_HTU_24447.t1	3033	3304.00	2687	3135.00	2227	3306	194	1891	2282.00	670	444	463	430	539.00	522	671	867	494	616	627.50	591
HTU_26283.t1	0	0	0	0	0	0	0	0	1	0	0	0	9.50	6.33	10.50	23.08	23.33	9.83	9.83	5.25	5.50
HTU_25459.t1	6300	7071.00	5034.00	6536.00	6423.00	5961.00	3256.83	5001	6307.00	7840	7667	10071	2891	3321.00	3083.00	1804	1942	1453	2988.50	2982.50	2851.00
HTU_25939.t1	38	84	102	51	62	95	25	63	145	35	27	51	75	58	94	95	140	81	120	149	134
HTU_24727.t1.1.5f2ccbd4	24.97	30.24	8.30	28.57	15.62	8.15	7.28	8.65	11.82	4.75	5.06	3.78	9.26	7.38	7.50	10.49	10.01	4.86	7.96	20.25	11.15
HTU_24727.t1.2.5f2ccbd4	24.72	30.57	8.30	29.57	16.28	7.90	7.62	8.98	11.82	5.08	5.06	3.78	9.26	7.38	7.50	10.49	10.01	4.86	7.71	20.25	11.15
HTU_24727.t1.3.5f2ccbd4	24.25	29.88	7.84	29.00	15.69	8.19	5.85	8.26	10.61	3.25	4.56	2.89	4.09	4.34	4.75	9.71	8.36	3.57	5.71	14.25	8.04
HTU_24727.t1.4.5f2ccbd4	24.72	30.24	8.30	28.57	15.62	7.90	7.28	8.65	11.82	4.75	5.06	3.78	9.26	7.38	7.50	10.49	10.01	4.86	7.71	20.25	11.15
HTU_24727.t1.5.5f2ccbd4	24.00	30.21	7.84	30.00	16.36	7.94	6.19	8.59	10.61	3.58	4.56	2.89	4.09	4.34	4.75	9.71	8.36	3.57	5.46	14.25	8.04
HTU_24727.t1.6.5f2ccbd4	24.00	29.88	7.84	29.00	15.69	7.94	5.85	8.26	10.61	3.25	4.56	2.89	4.09	4.34	4.75	9.71	8.36	3.57	5.46	14.25	8.04
HTU_24727.t1.9.5f2ccbd5	26.97	32.24	9.80	31.82	16.62	10.15	9.03	10.65	13.82	5.50	5.56	5.03	11.26	8.63	10.25	12.74	11.51	6.36	13.21	30.25	17.65
HTU_24727.t1.7.5f2ccbd4	26.72	32.07	9.55	31.82	16.78	9.15	9.37	9.23	13.32	5.33	5.06	3.78	10.01	7.38	8.00	12.24	11.01	5.36	10.21	22.25	13.90
HTU_24727.t1.8.5f2ccbd5	26.72	33.74	9.55	30.82	16.12	9.15	9.03	9.90	13.32	5.00	5.06	3.78	10.01	7.38	8.50	12.24	11.51	5.36	11.21	22.25	14.40
HTU_24727.t1.1.5f2ccbd4.1.5f2de407	20.45	24.18	8.09	19.00	13.09	9.09	7.45	7.91	11.91	6.55	4.36	6.64	4.64	4.09	2.00	7.91	7.36	4.27	2.91	3.45	3.09
HTU_24727.t1	26.97	33.74	9.55	30.82	16.12	9.40	9.03	9.90	13.32	5.00	5.06	3.78	10.01	7.38	8.50	12.24	11.51	5.36	11.46	22.25	14.40
HTU_24381.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
HTU_26085.t1	4	1	1	3	2	2	0	0	2	1	4	3	9	14	3	3	9	2	19	20	20
HTU_25454.t1	0	0	0	0	0	0	0	0	0.50	1	0	1	0	0	1	0	0	0.50	0	0	0.50
HTU_26179.t1	7.50	1.50	3	4.50	3.70	3.04	0.50	1.50	2.53	1.50	1	3.50	1	3	2	5	5	1.51	3.70	3.25	1.13
HTU_24779.t1	10.17	29.17	17.67	13.83	23.83	20.33	4	6.50	32.67	4.33	0.50	28.83	0.50	1	3	4	2.50	1	3.50	9.83	3.33
HTU_24498.t1	8172.00	9340.00	5173.00	8432.00	7262	6462	917	4671	6029.00	4159	3426	4561	836	1117	1023	1554	1962.00	813	1112	1350	1196
HTU_26228.t1	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	1	2	2	0	0
HTU_24932.t1_HTU_24933.t1	1900	1765	1537	1936	1224	1833	493.33	1172	1241	271	261	281	102	98	136	208	200	107	164	144	144
HTU_26366.t1	1	0	0	0	0.88	1	1	0.33	2	0	0	3	0	0	0	0.50	0	0	1.50	1	0
HTU_25742.t1	240.33	278.50	202.67	228.00	202.33	235.50	28.67	158.17	189.67	15.83	11.83	12.33	108.50	125.00	142.33	166.43	218.67	125.00	184.67	202.33	189.17
HTU_25349.t1	0.33	0.17	0.50	0.50	0.08	0.12	0	0.21	0.67	0.17	0.49	0.17	12.25	12.20	26.32	5.65	0.83	3.13	63.46	95.41	61.00
HTU_25349.t1.1.5f2ccbdc	0.33	0.17	0.17	0.17	0.08	0.12	0	0.21	0	0.17	0.49	0.17	11.52	11.20	25.32	4.92	0.83	3.13	57.80	88.15	56.20
HTU_24938.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0
HTU_25090.t1	0	0	0	0	0	0.33	0	0	0	0	0	0	0.33	0	0	0.67	0	0	2.00	6.17	2.33
HTU_25020.t1	14	25	4	7	11	6	3	8	27	0	2	5	187	272	231	136	158	103	503	511	444
HTU_25225.t1	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0.50	1	1	0	0	0
HTU_24448.t1	24.17	22.50	14	28	22	22.50	14.50	16.50	35	7	11.50	17	160.50	336	296	404.50	591.83	311.50	210.50	190	202
HTU_25920.t2	2243.17	2230.50	1758.46	2183.00	1811.25	1999.33	568.58	990.83	1874.33	376.17	336.25	540.67	93.96	121.83	126	210.50	247.79	145.96	156.12	175.96	170.29
HTU_25920.t1	596.50	584.50	408.37	582.50	434.75	485.00	78.25	249.50	509.00	70.50	58.25	104.00	21.37	24.50	35	55.50	56.37	37.87	37.38	38.87	40.87
HTU_26498.t1	17.92	10.15	23.07	16.10	10.17	30.90	15.70	29.98	33.37	5.68	7.08	11.87	14.48	11.70	18.28	13.98	10.83	6.08	17.33	24.45	23.07
