H_tub_ID	HT16cellA	HT16cellB	HT16cellC	HT32cellA	HT32cellB	HT32cellC	HT4cellA	HT4cellB	HT4cellC	HTEGGA	HTEGGB	HTEGGC	HTGA	HTGB	HTGC	HTMBA	HTMBB	HTMBC	HTPRA	HTPRB	HTPRC
HTU_15949.t1	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0.67	0	0.33	0	0
HTU_15091.t1	2030.43	1858.93	2460.58	2164.50	1771.90	2901.93	1335.87	1321.07	1064.27	612.53	208.67	359.57	190.52	197.10	167.57	208.27	195.30	112.57	328.37	329.03	393.23
HTU_15876.t1	3	7	0	5	5	2	0	0	1	1	1	0	3	1	3	4	5	4	0	0	1
HTU_15784.t1_HTU_15776.t1	906.69	626.41	711.78	847.53	461.86	751.16	137.75	448.25	1173.49	68.67	48.07	74.67	126.17	140.83	146.25	153.42	91.50	77.67	181.25	191.41	219.48
HTU_15068.t1_HTU_15070.t1	32832.50	38675.33	33443.00	36965.00	35074.00	40283.00	24471.00	34048.00	36622.33	26048.00	22630.00	31865.00	16121.00	25833.33	22870.00	26287.00	33702.00	21044.00	12591.00	12348.00	13830.00
HTU_15112.t1	0	0	0.33	1	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0.17	2.62	0.58	1.42
HTU_16621.t1	7	1	8	9	3	6	4	6	1	1	1	0	60	11	8	14	19	12	18	9	55
HTU_16090.t1	1.50	3.25	0.50	0.50	1.25	0.25	0	0.50	0.25	0	0	0.25	0.75	0.25	1.25	4.75	5.75	2.25	3.25	1.75	5.50
HTU_16090.t1.1.5f2ccc40	1.50	4.25	1.50	1.50	1.25	0.25	0	0.50	1.25	0	0	0.25	0.75	0.25	0.25	3.75	3.75	1.25	1.25	1.75	1.50
HTU_16422.t1_HTU_16424.t1	5	21	8	7	29	14	6	3	1	2	1	0	15	1	5	3	3	3	75	50	69
HTU_15181.t1	169.20	164.83	120.33	194.50	138.33	146.33	68.83	118.67	159.00	44.00	29.17	53.50	75.33	100.17	74.00	80.17	77.83	51.17	134.83	140.17	134.50
HTU_14997.t1	2470.00	2206.50	3696.50	2785.50	2070.92	4631.50	2104	2499.00	1876.50	689	566	546.50	1535.17	2133.00	1684	1681.50	1981.50	1284.14	1534	1570	1630
HTU_17130.t1	0.50	0	1	0	0.50	0	0	0	0	0	0.50	0	0	0.50	1	4.50	1.50	2	2.50	2	1.50
HTU_15722.t1	0	1	22	0	0	19	1	0	0	1	0	0	28	19	24	6	11	12	101	66	90
HTU_14967.t1	205	234	407	213	177	501	108	163	263	153	125	196	1115	1149	915.00	850	1027	679	1523	1548.00	1542
HTU_16543.t1	1	4	0	0	6.50	0	0	1	11	0	1	4	3	4	2	0	3	0	2	1	0.50
HTU_14992.t1	6.21	2.33	0.50	7.16	1.82	0	0.17	0	0	0.14	0	0	5.14	7.59	5.80	10.51	16.58	12.60	2.43	3.80	3.17
HTU_17020.t2	0	0	0	0	0	0.50	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0
HTU_17020.t1	0	0	0	0	0	0.50	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0
HTU_16501.t1	0	0	0	0	1	1	0	0	0	0	0	0	4	1	1	0	1	0	3	4	4
HTU_16532.t1	972	321.25	389	1073	240	557	109	870	1172.00	82	301	404	1479	1513.50	1337	2005	2380.17	1647.00	1835.00	2385.25	1939.14
HTU_16643.t1	22	17	16	34	17	15	13	8	16	17	17	41	1909	1311	1498	1155	1062.50	835.50	2515.50	2806	2509
HTU_15354.t1	3.50	21.50	4.50	1	30.50	4.50	4	6.33	8	2	2.50	3.50	0	0	0	1	1	2.50	6	5	3
HTU_15847.t1	1173	725	1019.50	1390	544.00	1313.50	234	1023	625	179	226	116	607	786	713.50	701	733	542	697	819	651.50
HTU_15825.t1	1.34	0.90	18.42	2.79	0.50	24.92	3.75	0	0.17	2.36	0.50	1.23	52.62	89.08	176.61	24.39	9.91	13.88	99.34	87.82	123.91
HTU_15956.t1	0.22	0	0	0.11	0.10	0	0	0.11	0	0	0.20	0.35	7.24	6.09	3.75	13.56	7.79	4.97	9.84	1.77	9.31
HTU_17095.t1	0.50	0	1	0	0.50	0	0	0	0	0	0.50	0	0	0.50	1	4.50	1.50	2	2.50	2	1.50
HTU_16801.t2	194.19	139	150.12	170.44	98.38	162.44	13.44	102.31	233.69	55.56	46.88	143.75	35.88	33.88	41.46	42.38	42.50	29	67	68.75	69.31
HTU_16801.t1	188.19	133.50	144.62	163.44	93.38	158.44	12.94	98.81	229.19	53.06	46.38	136.75	34.88	31.88	38.96	40.88	40	28.50	65	66.75	66.31
HTU_16801.t2.1.5f2ccc3e	179.19	125.50	136.12	157.94	87.38	155.44	12.44	93.81	220.69	49.06	43.38	129.25	33.38	30.38	34.46	39.88	37	27	61.50	61.75	64.81
HTU_16801.t2.2.5f2ccc3e	185.19	131	141.62	164.94	92.38	159.44	12.94	97.31	225.19	51.56	43.88	136.25	34.38	32.38	36.96	41.38	39.50	27.50	63.50	63.75	67.81
HTU_15066.t1	1028	979.20	711	1090	860	798	211	425	690	156	135	285.20	87	237	155	214	335	158	62	51	70
HTU_15772.t1	5	6	10	3	7	6	7	1	10	2	1	1	38	43	47	52	72	48	37	56	48
HTU_15371.t1	0	0	0.50	0	0.33	0	1.25	0	0	0	0	0	0	0	0	0	1	0	0	0	0.50
HTU_16567.t1	0	0	2	0	0	0	0	0	0	0	0	0	1	5	3	4	9	0	2	1	1
HTU_15108.t1	17	20	19	14.50	15	21	58.50	38.50	23	16.67	8	12.50	337.50	326	344.17	288	381.40	156.50	532	592.50	577
HTU_15714.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
HTU_14935.t1	583	718.92	906.67	591.83	560.50	1143.83	211.33	702.67	610.50	98.50	213.50	72.50	79.50	162	115	107	133	97.50	118	110.50	127
HTU_17116.t1	242.50	254	277.50	222	210.50	374.50	61	225.50	350.50	348	315	242.50	288.17	354	310	487.67	766	453.40	276.50	282.25	316
HTU_16240.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_17033.t1	2.10	5.22	5.12	2.05	7.07	7.40	5.87	3.28	5.65	0.25	0.25	0.78	21.23	35.62	1.52	12.23	10.92	21.67	22.93	14.92	32.65
HTU_16902.t1	880.83	1031.67	589.43	914.33	626.75	710.83	228.50	379	489.33	131	137.83	183.50	10.50	10.50	15	47	51	13	22	18.50	16.50
HTU_15628.t1	1024	1194	198	908	750.00	208	199.00	314	488	172.00	91	158	194	104	229	286.00	326	109	246	186	300
HTU_15005.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HTU_15388.t1	9	0	0	27.50	0	0	0	1	1	0	1	0	0.50	0	0	2	1	0	1	3.50	1.50
HTU_16939.t1	0	0.14	0.29	0.17	0	0	0	0.62	2.62	0	0.17	0.57	0	0.14	0.14	0.14	0	0	0.27	0	0
HTU_16652.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
HTU_16909.t1	1	1	0.12	0.50	1	1.50	0	0	0.12	0	0.25	0	12.18	2.38	25.50	22.48	2.58	39.07	439.38	763.39	628.75
HTU_15864.t1	1	0	1	1	0	0	0	1	1	1	0	1	3	0	0.83	3	0	0	3.50	4	2
HTU_15663.t1	10.89	0	1	8.33	0.50	0	0	2	1	0	0	0	0	0	0	11.50	7	1.50	8.50	21	10
HTU_17026.t1	0.90	1.17	0.75	1.40	0	1.42	0	0.17	0.25	0.20	0	0	1.50	3.33	1.97	2.03	1.60	1.17	2.12	0.92	4.98
HTU_17069.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16916.t1	117.50	349.50	165.67	99.50	304	189	29.50	95	360.83	48.50	26.50	81	67.60	125.50	117	122	161.50	131	86.50	138.17	126.50
HTU_16106.t1	0	3	1	1	7	0	1	0	0	0	0	1	0	5	4	8	20	2	2	3	7
HTU_16688.t1	0	1	5	1	1	10	0	1	3	0	1	0	0	0	1	0	0	0	0	0	1
HTU_16379.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0
HTU_16259.t1	0.78	0	0	0.33	0	0.50	0.33	0	3.48	0.20	0.20	1.38	1.35	3.17	2.40	5.85	17.73	6.13	1.09	1.12	3.00
HTU_17104.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	1.50	0.50	1.50	0	0	0	1	0
HTU_15260.t1	2	0	0	0	1	0	0	2	1	0	9	0	0	0	0	0	0	0	0	0	0
HTU_16305.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15737.t1	133.75	384.67	220.31	146.12	288.25	276.75	28.75	119.25	110.75	58.25	65.75	61	52.75	49.88	86	99.38	115.75	48.25	60	83.50	66.50
HTU_15737.t1.1.5f2ccc34	133.75	384.67	220.31	146.12	288.25	276.75	28.75	119.25	110.75	58.25	65.75	61	52.75	49.88	86	99.38	115.75	48.25	60	83.50	66
HTU_16444.t1	2341.85	2265.11	1417.86	2020.38	2042.72	1489.77	749.32	1178.81	2193.70	558.62	533.79	1105.16	210.50	257.33	269.14	318.77	308.70	200.40	667.37	781.23	828.90
HTU_15410.t1	437	541	386	491	460	453	111	291	440	101	82	142	345	325	277	844	425	363	241	255	266
HTU_16641.t1	0	0	0	2	1	1	0	0	0	1	0	0	1	2	1	5	7.50	10.50	3.50	3	5
HTU_15078.t1	338.08	421.58	583.20	393.08	369.50	684.62	257.75	607.83	1054.33	76.50	78.83	201.58	182.17	133.25	232.42	123.25	157.75	124	478.25	606.58	548.25
HTU_14985.t1	125	128	127	122	89	191	51	84	100	18	24	27	24	17	31	38	36	25	41	55	34
HTU_16024.t1	504.78	587.08	717.53	571.95	566.23	925.08	803.28	537.44	649.25	111.47	76.00	80.09	3234.29	5085.91	4466.65	4104.84	5337.89	3163.37	3570.18	4158.89	3506.50
HTU_15728.t1	953.00	694.00	453	977.00	513.00	556	60	533	378	35	104	58	81	115	95	174	236	136	184.00	206.00	141
HTU_15921.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15286.t1_HTU_15285.t1	9	7.50	1	8.33	7	1.50	0	1.50	2.50	1	1	1	20.20	3	10	24.83	18.75	14.83	7.98	6	9.50
HTU_15041.t1	2	0	2	1	0	7	0	0	0	0	0	1	72	8	43	5	3	3	504	688	489
HTU_16440.t1.1.5f2ccc51	224.72	235.71	626.87	212.42	248.95	743.12	368.21	371.37	359.50	458.85	278.45	272.75	677.29	1281.12	892.75	1021.43	1331.56	1060.68	1072.83	987.07	989.35
HTU_16440.t1	224.72	235.71	626.87	210.42	248.95	742.12	367.21	371.37	359.50	458.85	278.45	272.75	670.29	1276.12	884.75	1013.43	1324.56	1058.68	1063.83	979.07	986.35
HTU_15877.t2	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0.50	0	0	0.33
HTU_15877.t1	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0.50	0	0	0.33
HTU_15740.t1	0	0	0	0	0.50	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	0
HTU_17152.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0.17	0.17	0
HTU_16730.t1	4	10.83	6	10.70	11.83	5	10.50	5	2.50	3.50	2	1.50	11.25	18	10.25	9	32.28	26.28	15.50	17	22
HTU_16750.t1	7996.00	8143.00	5381.00	8606	5488	6651.33	1212	4256	5006.00	2543.00	3483	4700	2101	4320	2419	4568	6261.50	4348.00	1996.00	2109	1894
HTU_16653.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1
HTU_15712.t1	362	333	133	319	217	240	84	192	180	38	36	49	12	16	12	53	43	19	19	27	24
HTU_15605.t1	1	12	3	4	3	3	0	1	2	1	0	0	1	0	0	7	6.67	2	17	21	4
HTU_15247.t1	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	0.33	2	0	1.50	2	1
HTU_16720.t1	1.20	3.17	0.45	0.17	2.00	1.00	1.37	1.07	0.89	0.17	0.50	0	4.87	13.04	0.81	5.32	4.66	2.55	3.76	6.31	3.81
HTU_16992.t1	0.83	0	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.60	0
HTU_15246.t1	0	0	0	0	0	0	1	0	0	0.50	0	0	0	1	0.50	1.33	2	1	1.50	2	1
HTU_15366.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	0	3	3	2	3
HTU_15633.t1	627	529	360	726	408	473	129	1207	922	111	513	417	311	383	462	612	652	434	403	430	473
HTU_17155.t1	0	0	0	0	0	0	0	0	0.17	0	0	0	0.17	0	0	0	0.33	0	0	0	0
HTU_15278.t1	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.33
HTU_16146.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
HTU_15344.t3	183.99	236.55	120.83	209.16	148.99	151.99	27.00	73.16	96.83	13.67	13.50	14.50	11.33	7.33	13.50	18.33	25.83	8.00	32.17	34.50	34.83
HTU_15344.t1	185.99	241.55	121.83	213.66	150.49	153.99	28.00	73.66	96.33	14.17	13.50	15.00	10.83	7.33	13.50	18.33	27.33	8.50	32.17	34.50	34.83
HTU_15344.t2	186.99	242.55	121.83	215.66	151.49	154.49	28.00	73.66	96.83	14.17	13.50	15.00	11.33	7.33	13.50	18.83	27.33	8.50	32.67	34.50	35.33
HTU_16968.t1	2	0.50	0	1	2	0.25	0	0	2.50	0	0	0	0	0	1.50	2.50	2.67	0	2.83	1.33	4.83
HTU_15791.t1	280.67	284.33	149	298	265.50	181	97	125.50	150	352.17	197	191.50	65	78.50	56.50	76.33	84.50	58.50	259.50	342.50	264.50
HTU_15481.t1	2218	2457.50	1930.33	2009	1741.75	2323	423.25	2009	2799	553	617.50	860	537	667	636	540	597.00	542	844.50	907	900
HTU_15337.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
HTU_15253.t1	242.33	205.33	150	243.67	158.67	192.17	41.67	105.50	107.17	19	16	13	47	72.50	62.67	134.67	134.50	71	45	46.50	53
HTU_14950.t1	1.50	0.50	0	1	0	0	0	0	0	0	0.50	0	4	3	1	11.50	24	9	10.50	3	9
HTU_16536.t1	180	151	190	207	162	235	143	380	282	105	134	83	1433	2461.00	2393	1869	1600	1349	985	1093	861
HTU_16118.t1	62.58	64.50	56.92	72.58	75.42	70.83	46.67	39.83	54.08	19.58	14.67	21.33	18.42	14.50	14.00	25.58	32.00	11.22	15.58	17.67	22.65
HTU_16118.t2	62.58	64.50	56.92	72.58	75.42	70.83	46.67	39.83	54.08	19.58	14.67	21.33	18.42	14.50	14.00	25.58	32.00	11.22	15.58	17.67	22.65
HTU_15328.t1	1849	1964.00	579	1802	1520	697	70	858	231	227	417	164	94	258	23	171	169	10	99	82	101
HTU_17154.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0
HTU_17103.t1	0	0	0	0	0.50	0	0.50	0	0	0	0	0	3.50	1	0.50	0	1.50	2	6	12.33	4
HTU_16776.t1	0	0	0	1	1	0	0	0	0.33	0	0	0	3	1	0	3.50	0.33	0.33	0	0.50	0
HTU_15148.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0.25	2	4	0.50	0	0
HTU_15303.t1	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.33
HTU_15280.t1	97.50	106	159	80.50	86	177.50	38.50	100	128	69	38	45.50	52	59	54.83	64.33	84	53.17	125.50	150	118
HTU_16958.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HTU_15593.t1	1.20	0.20	0	0.70	0.20	0.20	0.20	1.50	0.20	0.60	0.50	0	3.10	2.90	2.85	1.60	1.30	1.20	4.70	6.87	10.70
HTU_17021.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10.33	2	5.33	0
HTU_16081.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
HTU_15572.t1	26.83	31.67	22.33	27.17	31.83	18.83	10.50	38.60	273.33	33.17	78.50	510.17	180.33	326.43	347.67	262.00	256.83	145.17	253.00	306.50	323.50
HTU_17143.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.50	0.50	0	0	0
HTU_16078.t1_HTU_16079.t1	226	260	201	262	245	273	96	177	341	54	44	62	311	290	446	370	336	289	318.00	347	329
HTU_16804.t1	121	139.50	64.33	132	78	94	10	73	98.50	34.50	26.50	31.50	15.50	31.50	27.50	30	33.50	29.33	46.50	39.50	36.33
HTU_16804.t2	156	176.50	96.33	162	96	117	12	99	143.50	62.50	38.50	53.50	22.50	37.50	35.50	38	45.50	31.33	54.50	52.50	54.33
HTU_15654.t1	0	0	0.50	0	0	0	0	0	0	0	0	0	1.50	0	1	0	0.50	0.50	1	5.50	1.50
HTU_16788.t1	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15090.t1	77.92	16.33	28.67	88.50	15.83	30.83	19.17	15.67	69.50	6.83	6.33	36.33	157.83	143.33	115.50	127.83	123.67	92.00	251.66	310.41	310.66
HTU_16183.t1	1562.58	1885.50	1349.50	1489.88	1429.25	1654.75	554	1705.50	1004.50	137.50	238.25	209.50	938.50	987.25	1139	1677.25	1586	1009.42	1493.75	1536.58	1382.25
HTU_15115.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.87	1.00	0.33
HTU_15790.t1	12	5.50	5.50	14	4	6.83	2	2.50	4	1.50	3.50	0.33	370.50	919.67	1166.67	726.50	754	473.33	925.33	817.33	897.17
HTU_17076.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15579.t1	54.53	67.20	59.50	58.37	66.03	70.20	184.20	70.00	129.37	28.27	19	21	443.18	336.90	744.63	389.93	448.80	185.87	824.12	1060.20	1012.28
HTU_15272.t1	0.11	0	0	0	0	0	0.10	0.34	0	0	0.25	0	0	0	0.50	0.83	0	0	0	0	0
HTU_14910.t1	16	20.50	11	7	9	14	3	14.83	17	18	9	10.50	0.83	3.50	1	0.50	3	4	3	4	2.50
HTU_15381.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
HTU_14957.t1	341.20	448.58	322.75	387.70	378.42	355.42	32.83	221.42	473.66	86.33	92.67	228.17	425.33	366.58	372.67	394.33	469.16	302.67	316.50	340.08	340.17
HTU_16044.t1	1	0	0	1	0	0	0	0	3	0	0	0	1	3	5	4	5	0	7	10	5
HTU_15520.t1	0	0	0	0	0	0.50	0	0	0	0	0	0	0.50	0.50	0.33	1.25	1.50	2.42	0	0	1.25
HTU_16443.t1	0	8	2	1	6	0	0	3	0	0	3	0	0	0.50	0.50	4.50	1	2.50	1.50	0	1
HTU_15625.t1	388	421	338	361	342	361	95	349	329	105	159	104	1319	2009.50	1910.50	1879	3014	1568.50	1156	1050.20	1035
HTU_16068.t1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16271.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HTU_15411.t1	188	244	163	210	226	212	56	96	137	13	10	11	399	974	822	692	975	581	379	421	349
HTU_16743.t2	920.99	1115.65	740.66	1013.32	791.15	916.65	217.66	783.82	829.15	928.99	785.32	810.32	1638.64	1925.97	1382.15	1331.65	1702.86	1567.31	1632.31	1721.31	1538.31
HTU_16743.t3	921.49	1116.15	740.66	1013.32	791.15	916.65	217.66	784.82	829.65	928.99	785.32	810.32	1639.64	1925.97	1382.15	1333.65	1702.86	1567.31	1632.31	1721.31	1538.81
HTU_16743.t1	932.49	1128.15	742.66	1024.32	796.15	919.65	218.66	784.82	831.15	928.99	785.32	810.32	1641.64	1925.97	1386.15	1346.65	1716.86	1569.31	1632.31	1724.31	1540.81
HTU_16438.t1	46.39	61.82	55.43	49.79	56.86	93.63	44.01	67.94	45.25	24.08	7.19	10.81	2677.87	11528.25	6464.67	6564.06	10576.02	9240.86	361.08	212.23	246.01
HTU_15723.t1	52	32	32	33	34	22	12	25	26	17	6	28	18	6	4	12	4	17	24	28	26
HTU_16629.t1	8	3	1	5	7	2	0	0	2.50	0	0	2	0	1	2	3	0	0	0	0	0
HTU_16833.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16253.t1	0	0	0.33	0.33	0	0.50	0	0	0.33	0	0	0.33	2.83	1.50	0.50	3.50	2.00	0	2.83	2.33	2.00
HTU_16869.t1	0.25	1.87	0.49	1.75	1.30	0.42	0.25	0.20	0	0.20	0	0	0.50	0.25	1	1	0	0	0	0.20	1
HTU_15179.t1	83	135.50	24.50	93.50	156.50	28.50	82	48.50	38	158.50	97	70	618.50	374	494.50	473.50	991.50	553.83	350	295	363.42
HTU_14911.t1	13.50	24.50	14	24	28	36	10.50	9.50	13.50	6	3.50	1	160.50	249	218.50	295.33	381	220.50	236.50	214	223.50
HTU_15508.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	31	75	53
HTU_17207.t1	0	0.33	0.33	0.33	0.33	0.33	0.67	0	0	0	0	0	11.58	16.67	11.67	20.98	26.13	5.75	17.25	18.00	8.50
HTU_16654.t1	1133	1007	828	1295	835	976	275	842.00	917	489	430	391	1670	2713.50	2030	2658	4335	2515	1398	1515	1373
HTU_17102.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	1	1	0
HTU_16976.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15977.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0.50	1.17	1	1	0	0
HTU_15973.t1	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0.67	0	0.33	0	0
HTU_16774.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16580.t1	1.49	1.07	0.50	1.27	0.33	1.03	1.33	1.21	0.31	0.51	1.80	0.53	1.70	2.78	0	1.88	3.13	0.31	3.43	2.65	2.30
HTU_17110.t1	3	2	0	1	3	1	0	1	0	0	0	0	3	1	1	1	0	1	1	2	1
HTU_16285.t1	0	0.25	1	0	2	0	1	0	1	1	0	0	0	0	0	1	1	0.33	0	0	0
HTU_15804.t1	1	0	0	0	0.50	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16661.t1	523	153.17	139	521.50	131.17	159.00	24.33	167.50	86.67	63.33	39	51	228.67	435.17	305	590.00	373	331.17	291	329	267.12
HTU_17051.t1	3.33	5.33	1.17	3.67	3.83	2.17	5.17	5.67	3.17	1.33	2.50	0.67	8.83	46.67	37.42	80.00	50.00	18.50	47.50	54.83	26.33
HTU_15953.t1	0.17	0	0	0	0	0	0	0	0	0	0	0.12	1.76	4.09	1.71	5.91	1.99	1.69	5.78	2.70	6.08
HTU_14952.t1	645.23	942.67	777.77	743.00	846.67	936.83	198.08	471.42	774.67	479.08	344.33	670.67	5487.38	7376.77	6300.33	5705.00	7431.08	4299.52	7325.33	7732.42	7433.00
HTU_15537.t1	760	641	349	786	484	363	459	404	342	291	336	308	90	120	89	450	459	63	93	88	69
HTU_15792.t1	18.74	24.25	12.50	19.62	31.36	15.50	52.88	10	8.50	46.97	37	38	10	10.50	8.08	7.54	9.24	9	24.17	34.92	38.29
HTU_15276.t1	0.11	0	0	0	0	0	0.10	0.34	0	0	0.50	0	0	0	0.50	0	0	0	0	0	0.33
HTU_16246.t1	0.53	2.83	2	1	4.67	2.33	0	2.50	1	1	0	1	2	0.83	0	2	3.58	1	0	1	0
HTU_17031.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16224.t1	0	0	2	0	0	6	0	3	10	0	0	0	38	15	44	8	19	25	39	0	76
HTU_15700.t1	4	11	6	4	7	9	9	5	5	2	2	2	260	49	152	99	30	20	1891	2577	2051.00
HTU_16487.t1	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16604.t1	0	3	3	3	1	1	0	1	0	1	0	0	10	3	1	2	3	0	5	6	8
HTU_15503.t1	0.50	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0.50	1	0	1.50	3	0.50
HTU_15157.t1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	2	1	2
HTU_16347.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	2
HTU_15501.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.50	1	0	1.50	1	0.50
HTU_16579.t1	1021	898	1056	1116	826	1253	557	705.50	968.00	99	106	110	3632.00	4465.00	4451	2670.00	2541.00	3085.50	7559.50	7866.00	7941.00
HTU_15526.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0.50	0	0.50	0	1
HTU_16125.t1	1	0.50	0	0	0	0	0	0	0	0	0	0	2.25	0	4.50	1.17	4.50	0.83	6.08	1.25	5.50
HTU_15529.t1	628	747.08	937.83	631.17	572.50	1156.67	200.67	705.33	646	96	212.50	77	83	163.50	122	113.50	130	106.50	122	107.50	132
HTU_16868.t1	0	1	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0.33	0.50	0	0	0
HTU_15326.t1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	2	0
HTU_15813.t1	0.28	0.12	10	0.40	0.37	8.44	1.49	3	1.70	0.10	0.20	0.71	1.94	5.32	2.88	1.92	2.59	0.80	1.05	1.21	0.68
HTU_14995.t1	5.85	24.04	3.48	3.45	11.93	4.01	0	0.33	6.07	3.25	0	6.42	4	1.50	0	3	53.92	6.43	0	0	15.64
HTU_15449.t1	31.50	27.50	26.50	20	15.50	25.83	4	37	12	5.50	4	5.50	7.50	10	15	20.50	20.90	16.50	9.50	7.50	11.50
HTU_15494.t1	1	2	0	2	0	0	0	0	1	0	0	0	13	13	7	11	22	11	7	9	6
HTU_15415.t1	1192.27	783.53	893.08	1201.43	694.00	1098.13	233.17	740.53	791.33	106.83	89.00	78.67	159.60	196.83	198.33	217.50	233.67	188.03	150.67	152.50	162.87
HTU_16947.t1	0	0	0	0	0.33	0	0	0	0	0	0	0	14.17	7.50	1	39.33	42.67	9.17	24.83	23.50	27.17
HTU_16698.t1	84	108	119	88	102	145	36	74	65	16	5	6	3	0	6	8	23	1	2	2	4
HTU_15263.t1	5	12	13	7	10	7	8	10	23.50	7	4	10	0	0	0	1	0	0	0	0	0
HTU_15952.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15269.t1	181	335	413	199	361	483	759	400	651	320	274	391	1112	1416	1115	1383.00	1419	788	1324	1268.33	1233
HTU_17017.t1	23	78.50	40.50	18.50	69.50	34	10.50	9.50	21.50	9.50	5.50	7	1	0.50	0.50	2	5.50	2	0	0	0
HTU_15046.t1	4	6	7	15	11	4	0	1	0	6	3	0	2319	4404	2464	3237.00	3870.12	2415.00	1515	1979	1333
HTU_16781.t1	1.25	0	0	1.17	0	0	0	0	0	0	0	0	0.67	0	1	1.25	1.33	0.50	0.25	0	0
HTU_15862.t1	0	0	0	0	0.17	0	0	0	0	0	0	0	0.17	0.33	1.33	0	0	0.50	0.83	0.20	0
