L_var_ID	LV16cellA	LV16cellB	LV16cellC	LV32cellA	LV32cellB	LV32cellC	LV4cellA	LV4cellB	LV4cellC	LVEGGA	LVEGGB	LVEGGC	LVGA	LVGB	LVGC	LVMBA	LVMBB	LVMBC	LVPRA	LVPRB	LVPRC
LVA_35805.t1	213.50	273	92.33	82.50	116	118.50	153	102.50	148	430.67	385	303.50	116	104.50	121	23.50	32	31.50	180	187	122.50
LVA_36102.t1	35.50	44.00	19	8.50	15	67.50	25.50	25	42.50	7.50	3.50	15	40.50	14.50	21	27	32.50	64	9	15	11
LVA_35643.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_36158.t1	1	0	0	0	9.50	3	2	12.17	10	0	2	2	4.50	2	1.50	1.50	2.50	1.50	1	2	4.50
LVA_36235.t1	19	22	7	11	1	6	21.50	33	138.50	6	22.50	0	14.50	27	15	26	7	13	251.50	343	172.50
LVA_36166.t1	1309.50	1548	546.17	329.50	876.17	1204.17	2229.17	1587.50	1399.17	2232.33	3506.00	3475.17	1074	554	644.50	497	415.50	536.17	1015.50	1126.17	934.17
LVA_36155.t1	2	2.50	9.17	4.50	19.00	11.17	8.83	6.58	3.33	1	1	2.50	11.67	4.50	12.83	6.00	0	39.83	4.67	6	9
LVA_35932.t1	111.75	89.33	93.17	282.79	87.50	279.33	114.67	131.50	86.67	14	7.75	113.50	66.50	15	8	17.58	2.50	2.50	199.00	138.83	162.50
LVA_36423.t1	530	615	53	47	117	205	25	27	59	118	10	147	652	393	718	332	313	306	704	283	252
LVA_36265.t1	242	287.50	111	260	285	242	54	53.33	383	7	33	41	820.33	469.25	549.50	189	235	331.50	602.25	627	621.50
LVA_36856.t1	2.45	0	0.83	6.58	0	0	0	0	0	0.43	0	0	1.39	0.50	0	0	0	0.55	0	20.69	0.88
LVA_36508.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LVA_36308.t1	30	15	31	32	58	36	5	38	27	4	5	10	529	374	160	275	80	562	58	61	39
LVA_35742.t1	2	1.33	54.17	69.42	16.00	0	8.33	1.33	13.17	4	6	3	9.33	10.17	3.33	2	30.50	11	2	9.67	8.50
LVA_36546.t1	15.50	0	14	0	40	23.75	2	0	8.50	0	1	1	0.20	12.25	15.08	5	4.45	4	16.83	1	23.33
LVA_36387.t1	0	0	0	0	0	0	0	0	0	0	0	1.87	0	2.50	0	1.91	1.63	0.67	0	0	0.67
LVA_36904.t1	901.67	1172.00	846.33	458.67	1026.50	953.83	1135.67	919.33	1050.17	673	221	295.50	890.50	535.50	659.33	1205.83	621.33	1039.33	782.17	511.67	521.83
LVA_35864.t1	56	58.17	47.50	36.50	37	44.50	57	51.50	44	18.50	21	33	2104.92	1378.67	1262.08	965.00	923.00	1076.83	1447.17	1043.33	1182.50
LVA_35734.t1	6	2	2	1	1	4	0	5	1	0	0	1	5	1	1	0	12	10	0	1	0
LVA_37027.t1	0	0.17	0.65	0	0	0.37	0.62	0.17	0	0	0	0.17	4.75	3.97	1.82	3.15	3.18	11.68	0.92	0.87	0.25
LVA_35607.t1	345	349	412	294	288	451.50	139	285	454	43	73	100	489	366	245.50	240	204	266	206	227	141
LVA_36819.t1	0	0	0	0	0	0	0.50	0	0	0	0	0	0	2	0	0	0	3.50	1.50	0	0
LVA_36117.t1	37.33	61.50	18	20	113.17	152.50	8.50	53.50	5	11.50	7.50	8	401.33	169.33	251	322.17	291.00	178.67	439.33	348.67	314.67
LVA_35792.t1	1228	1616	1071	1365	733	653	488	1081.00	595	103	42	97	1407	1056	1264	723	788	1670.00	1273.00	699	755.00
LVA_36352.t1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	4	0	0	5	1	0	0
LVA_35790.t1	3824	4131.00	3269.50	2687	3211.00	2451	4853.00	4542.50	2880	882	1489.00	1015.00	2144	1360	1563.00	948	904	948.00	1207.00	804	759
LVA_36858.t1	3	6.50	3	3	663.00	30.50	4.00	43.50	9	3	9	3	14.50	13	154.50	2.50	1.50	10	169	9.50	102
LVA_36855.t1	0.25	0	0.21	1.14	0.51	0.68	0.54	1.33	2.34	1.67	0.20	0.43	141.70	35.86	35.04	34.33	78.46	68.96	58.14	42.41	50.21
LVA_36822.t1	1696.25	2047.98	554.58	1191.33	1450.00	1427.50	1857.17	1764.83	2342.78	89	341.67	145.25	1738.58	923.00	1154.25	1442.92	803.50	1642.25	971.40	781.17	725.87
LVA_36095.t1	108.50	155.83	177	39.50	262.50	146.50	14	82	171	11	93	33	123.50	67	48.50	17	83.50	49	238	251	261.37
LVA_36551.t1	3	4	3	1	5	7	1.50	1	134	0	31.33	12	1	3	3	8	0	2	2	3	11
LVA_35780.t1	66	99.50	7	28	52	114	8	0	11	8	0	4	5	0	8	4	4	8	8	1	1
LVA_36982.t1	0	0	0	0.50	0.20	4.67	0.50	0	0	0	0.50	3.33	3.33	3	0.83	1.33	0.83	4.33	2.83	0.33	0
LVA_35672.t1	1033	1147.00	503	279	900.00	980	188	357.00	319	37	48	118	1219	834	902	483	528	583	942	681	675.00
LVA_35973.t1	8	7	56	28.67	163	67.67	9.50	5	31.67	7	4.50	35.50	795.33	593.00	621.10	340.67	393.17	540.67	802.17	618.33	677.50
LVA_35609.t1	1154.83	1415.50	816.50	970	1818.00	1575.67	356.50	481.70	705	185	360	540.50	720	594	697.70	638	861.12	853.50	335.50	204.50	206.83
LVA_36969.t1	411	396	208	347	302	293	216	149	160	39	159	95	323	197	249	100	414	264	231	132	131
LVA_36179.t1	1030.48	1219.08	940.69	631.20	1400.62	1480.83	664.85	647.85	1162.07	164.17	221.67	278.33	519.12	272.88	280.91	232.25	227.83	230.01	258.50	175.92	211.46
LVA_36179.t1.1.5f2bf385	1019.98	1201.08	931.69	623.20	1379.62	1464.83	661.35	644.35	1153.07	163.17	218.17	277.83	511.12	269.38	276.41	228.75	220.83	224.51	254.50	173.42	208.96
LVA_36520.t1	1853	2238.00	1691	1593	2756.00	2210.00	629	919	991	544	403	491	1474	933	873	1373	1285	1420	773	576	472
LVA_35787.t1	0	0	1	0	0	1	4	10	6	0	0	0	3	0	0	1	3	16	0	1	1
LVA_36187.t1	159.67	126.83	183.67	34.33	69.00	128.17	54.67	125	236.75	123.25	148.42	40.50	419.17	307.92	297.92	249.50	229.92	111	583.71	479.92	482.33
LVA_36187.t2	106.67	66.83	88.67	28.33	38.00	86.17	50.67	81	149.75	55.25	102.42	24.50	179.17	124.92	126.92	93.50	91.92	41	237.71	182.92	206.33
LVA_37108.t1	0.77	0.93	0	0	0	0	0.61	0	0	0	0	0.39	0.27	1.18	1.25	0	1.36	0.25	0.50	0.54	0.64
LVA_36616.t1	0	0	0.93	0	1.31	0	0	0	0	0.17	0	0	3.48	12.80	1.84	2.08	2.10	2.42	1.33	4.54	6.25
LVA_36332.t1	4213.58	4430.83	3327.50	1774.33	1452.67	2822.00	3600.83	1534.08	2832.50	381.17	472.17	421.83	266	177	200	386.67	708.33	475.00	28	21	18
LVA_35659.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_35898.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	1	0
LVA_36576.t1	605.00	776	587.00	729.00	1323.00	704	566	868	994	340.00	549.00	893.00	639.00	523	449	296	300	353.00	716	483	516
LVA_36784.t1	50.67	79.00	92.75	65.03	21.25	49.17	22.75	29.12	157.73	28.17	49.55	24.78	39.98	52.83	106.08	10.58	14.00	11.33	55.92	19.17	12.75
LVA_36901.t1	629	216	1211	1173	1235	1624	792	1885	365	596	238	365	775	540	674	1086	740	1092	577	302	388
LVA_36128.t1	172.83	252	110.11	93.56	109.50	94.50	82.79	128.67	122	11.88	17.25	28.23	75	72.71	69.45	120.43	62.71	50	141.18	103.03	85.09
LVA_35779.t1	6	3.50	0	1	1	7.50	0	2	2	0	0	0	21	0	0.25	3	3	2	1.25	2	1
LVA_36608.t1	38.94	29.83	15.50	11.17	46.17	85.83	10.50	11.50	82.83	11.10	49.33	62.83	6922.36	3738.35	4906.60	1027.50	750.19	1345.08	9617.50	8690.41	5690.83
LVA_37038.t1	0.17	0	0	2.62	0.48	0.33	0.64	0.50	0	0.12	0	0.25	2.41	2.73	4.31	0.50	2.31	1.90	10.79	0.48	2.19
LVA_36670.t1.1.5f2bf38f	85.50	88.50	101	98.50	111	99.50	137.50	53.50	92.50	42	35.50	26	1033	646	584.50	248	256.50	333	859	871.50	756.50
LVA_36670.t1	73.50	88.50	94	93.50	103	94.50	124.50	50.50	89.50	39	33.50	27	1022	650	576.50	239	253.50	304	886.00	847.50	731.50
LVA_35931.t1	12	10.50	19.33	8	29	37.67	2.50	33.50	17	3	1	3.50	6.83	4	3	9	6	6.50	7	8.50	10.50
LVA_35984.t1	13	8	6.50	5.50	8	17	58.50	21	11.50	12.83	9	31	8.50	2.50	5	4.50	0	1.50	6	8	5.50
LVA_36316.t1	734.00	899.58	302.33	1007	1818.67	923.58	462	511	980	79.67	157	149.33	326.33	200.42	213.08	204.58	190.33	242.33	185.25	149.25	157.17
LVA_36658.t1	43	39.50	348.50	135.67	336	292	91	53	31	4	46	30	9884.83	5452.00	6477.00	6602.83	6146.00	8568.17	3846.00	2388.00	2398.33
LVA_36955.t1	150.20	205	322.99	117.06	76.25	697	420.31	325.45	486	86.11	60.50	75.19	893.35	335.50	483.10	676.72	372.31	652.05	915.20	535.56	446.50
LVA_36711.t1	816.33	1174.67	335	557.00	443	619.00	133.67	578	622.67	93.33	315.33	392.67	403	531	362	329.33	232	547.00	450.00	284	345.00
LVA_35596.t1	169	232	118.83	44	199	69	401	449	39	4	7	19	114	66	49	14	46	18	223.25	287	372
LVA_36667.t1	23	22	3	3	23	21	3	6	8	2	2	1	17	14	7	6	6	7	4	3	10
LVA_35863.t1	296.50	98.50	289.50	85.50	46	56	147.50	403.50	110	52	104	77.00	542	561	713.50	301	299.50	304	1751	1314	986.00
LVA_35863.t2	295.50	98.50	289.50	85.50	46	56	147.50	403.50	110	52	104	77.00	540	560	711.50	301	299.50	304	1748	1311	986.00
LVA_35632.t1	0	0	0	0	0	0	1	0	6	1	6.50	2	16.12	4.57	0.58	2	0	3.11	2	0.50	1
LVA_35853.t1	546	472	411	306	213.00	356	1607	1199	357	115	80	75	499	225	318	216.50	242	278	419	374	378
LVA_36543.t1	14.48	8.67	3.00	4.67	18.92	8.83	4.28	20.00	6.50	0	2.17	0.67	2.42	0.67	1.25	2.25	5.17	0.33	2.08	2.50	3.50
LVA_36820.t1	410	559.00	424	110	235	174	1498.00	220.00	538	41	52.00	151	480	478.00	388	142	199.00	182	205	128.00	140
LVA_36257.t1	0	0	2	4	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_36211.t1	1700	2033.00	1208	564	1200	1456	607	957	1184	351	408	654	1002	641	776	718.00	614	611	642	598	560.00
LVA_35606.t1	804.74	1113.57	559.91	486.41	772.09	1043.16	288.00	355.16	473.50	262.08	257.79	361.46	575.25	492.00	483.79	494.83	302.58	353.08	508.12	293.08	330.83
LVA_35606.t3	433.33	621.66	280.66	229.33	409.99	582.66	83.00	147.33	192.00	94.00	76.00	104.33	305.00	225.00	239.66	247.00	147.33	165.33	263.33	142.33	160.33
LVA_35606.t2	804.74	1113.57	559.91	486.41	772.09	1043.16	288.00	355.16	473.50	262.08	257.79	361.46	575.25	492.00	483.79	494.83	302.58	353.08	508.12	293.08	330.83
LVA_36626.t1	0.25	0	0	0.20	1.03	0.92	3.01	0	0	0.22	0	0.40	2.40	5.81	0.33	0.33	1.00	0	0.25	2.73	2.51
LVA_36218.t1	153.77	180.67	162.92	131.78	180.73	140.78	154.55	146.00	167.33	73.61	20.19	40.25	575.21	425.75	417.83	356.83	887.66	548.88	348.15	261.27	269.78
LVA_36218.t3	47.67	57.50	55.67	37.78	53.00	45.17	81.00	67.00	78.83	35.00	9.67	22.00	193.83	140.00	135.66	121.00	298.11	178.50	116.00	85.50	90.67
LVA_36218.t2	155.77	183.17	164.92	131.78	182.73	141.28	158.55	147.00	169.83	73.61	20.19	41.25	585.71	432.75	421.83	361.83	895.66	554.38	354.15	265.77	272.78
LVA_36816.t1	0	0	0	0	0	2.08	0	0.33	0	0	0	0	1.58	1.33	0	1.92	11.17	2.17	0.25	0.33	0.33
LVA_36502.t1	774.00	986	525	319	1187.00	1480	527	1095	550	809	299	252	1119	596	709	744	639	446	681	589	534.00
LVA_36554.t1	1.25	1.83	2.33	0	1.75	1	0	1.75	0	0.67	0	0.75	2.83	1.08	0.83	0.67	1.83	2.17	0	1.33	1.25
LVA_36839.t1	234	290	188	224	789	216	12	195	322	225	183	24	43	81	80	44	81	78	198	80	72
LVA_36716.t1	1	0	0	0	2	2	1	0	0	0	0	0	7	1	0	0	0	7	2	6	6
LVA_36671.t1	3396	4266.00	1757	2442	2744	3538	1318	1867	1852.00	409	609	986	626	502	502	463.00	385	391	531	351	379.00
LVA_36335.t1	8	4	1	2	3	0	2	0	2	2	7	1	0	1	0	1	1	1	2	1	0
LVA_36203.t1	4458	5482.50	3458.50	2636.50	2857	5094.50	4432.50	2970.50	2670.50	236	318	979.00	1097.50	931	1265	969	934	1079.50	1084.00	666	638.50
LVA_36991.t1	273.50	300	302.25	94	294.50	159.50	305	434.50	419.00	874.00	649.50	227.50	375.25	242.75	259	157.75	145.25	164.50	640.75	493.75	445.75
LVA_36320.t1.1.5f2bf3b2	43.50	44	44.50	29.00	63	87.25	88.50	129.50	242	93.00	161	61.50	696.25	484.00	553.00	462.75	547.00	524.00	733.50	650.25	558.00
LVA_36320.t1	49.50	48	54.50	33.00	72	108.25	105.50	142.50	284	101.00	181	74.50	752.25	541.00	625.00	515.75	626.00	586.00	845.50	733.25	632.00
LVA_36366.t1	0	0	0	4	1	0	0	0	0	0	0	0	5	3	4	16	2	0	1	6	2
LVA_35838.t1	29	33	151	14	154	26	33	1	241	11	53	5	215	143	178	76	59	31	267	210	213
LVA_35822.t1	15	17	179	5	15	3	2	17	3	8	0	1	152	86	54	136	80	173	967	701	523.00
LVA_35949.t1	121.25	167.25	62.25	268.50	117.25	640.17	63	86.25	183	13.50	33.75	34.50	363.67	208.67	278.75	146.50	154	142.25	307.75	199	218.25
LVA_35949.t1.1.5f2bf3ae	112.25	153.25	57.25	247.50	104.75	603.17	58	82.25	174	12	33.75	31.50	336.33	195.67	259.25	129	145	131.75	282.25	186	197.25
LVA_35656.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	2.50	0	0	0.75	3.17	0	0.33
LVA_35661.t1	0	0	0	0	0	0	0	0	0	0	0	0	1.50	0.50	0.25	0.50	0	0	1	0	1
LVA_35665.t1	0	0	0	0	0	0	0	0	0	0	0	0	3.62	15.67	11.12	0	0	3.75	4	0	1
LVA_36248.t1	999.02	1278.15	1047.27	774.77	2351.07	2254.80	826.38	800.72	1014.33	516	316	573.50	897.30	665	763.08	1037.27	956.76	1112.67	657.77	474	506
LVA_36248.t1.1.5f2bf3b1	1035.02	1315.15	1112.27	831.77	2399.07	2352.80	892.38	852.72	1083.33	547	335	575.50	976.30	702	802.08	1111.27	1025.76	1170.67	693.77	502	533
LVA_35807.t1	505.00	572.00	675	506.00	1345	1385	420	161	497	32	52	51	834.00	410	567	423	399	587	524	315	324
LVA_36826.t1	394	490	153	293	345	897	897	248	359	124	27	44	1200	924	1481	1140	1029	1693	1224	630	805
LVA_36971.t1	29.14	37	25	58	33	201	96	128.17	140	13	28	10	406	277	143	108.50	157.50	261	214	224.12	220.33
LVA_36970.t1	7	5	4	6	6	7	2	7	3	4	4	34	743	748	567	524	650	972	445	723.00	450
LVA_35930.t1	9.83	9.83	90.68	67.32	48.50	7.25	0.58	68.37	8.03	7.42	2.67	10.42	27.63	29.32	27.57	34.98	14.77	19.08	50.10	41.80	40.95
LVA_36833.t1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_36773.t1	3	3	2	10	6	0	0	4	1	0	1	13	76	44	32	5	4	5	18	24	9
LVA_36288.t1	49	21	37	90	83	24	95	29	36	23	10	52	13	26	46	327	28	35	285	140	117
LVA_36177.t1	428.67	497	501	260	378.50	156	166.50	183.50	182	147.50	92.50	66.25	745.60	518.67	539.67	685.50	780.33	792.50	294	279	227
LVA_36594.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
LVA_36144.t1	24.50	51.50	21	1.50	5	1	1	2.50	26.50	0.50	56	68	209.50	107.50	114	79.50	89	105.50	145	125	111
LVA_36852.t1	0	0.20	0	0	0	0.12	0.67	0.45	0.49	0	0.29	0	1.03	0	0.25	1.98	0.17	0.33	0.98	1.40	1.15
LVA_35788.t1	1355	1430	870	904	1677	1749	961	1242	1838	202	203	217	1182	712	684	374	828	715	577	469	433
LVA_36136.t1	119	163.33	103.50	65.50	153	109.50	101.50	66.50	89	52.50	29	30.50	504.50	152.50	251	70.75	277	156.83	217	108.50	124.50
LVA_36277.t1	49.33	0	67.67	103.78	152.83	673.61	72.50	68.33	302.94	12.00	24.17	124.50	30.00	38.17	15.67	7.33	44.33	70.67	34.00	31.83	72.00
LVA_36341.t1	1990	2647	977	1303.00	1924.00	2853	434	453	1027.33	226	382	372	666	508	443	1073	721	777	303.50	284	343
LVA_36060.t1	72	81	81	70.50	155	50.50	51	41.50	45.50	29	41.50	138.50	4054.50	4123.00	4707.33	1197.50	1834	1320.33	7620.33	4450.33	4543.33
LVA_35628.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_35666.t1	8.50	10.42	0	0.33	0.33	18.00	0	1.50	1.50	5.83	3.33	0	2.33	0.83	4.50	6.83	0.67	8.50	3.83	1.17	0
LVA_35639.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20
LVA_36611.t1	15	28	2	1	0	0	0	2	41	3	19	1	10	3	1	6	3	9	2	44	29
LVA_36985.t1	0	0	0	0	0.60	3.67	0	0	0	0	0	0.83	4.83	2	0.33	1.33	0.33	2.83	6.33	0.33	0
LVA_35769.t1	26	15	22	16	14	52	19	16	12	1	4	3	621	426	468	193	203	234	435	220.00	215
LVA_36722.t1	3	1	3	0	1	0	0	11	2	31	0	0	3	3	3	0	0	0	4	4	2
LVA_36735.t1	830.83	1095.17	655.83	197.00	278.17	334.33	734.50	165	551	74.50	77.50	107	1052.67	588.58	721.33	656.75	334.17	482.42	1188.50	972.17	908.42
LVA_36735.t2	806.83	1117.17	637.83	202.00	284.17	331.33	755.50	162	544	73.50	87.50	106	1081.67	595.58	699.33	653.75	356.17	487.42	1168.50	985.17	897.42
LVA_37004.t1	0	0	3	2	0	0	0	3	2	6	0	267.50	1	0	0	0	0	1	2	1	3
LVA_36647.t1	36.00	54.00	0	1	0	38.00	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0
LVA_36111.t1	0.50	2.50	0	5.50	6.50	3.50	0	2	6	6	6	5	0	0	0	1	0.50	0.50	6.50	6.50	5.50
LVA_35763.t1	34.50	31	5	11	44.83	14	35	53	31.20	5.50	13	41.50	238.50	142	220.33	120	98.50	83	321.67	263.83	266
LVA_36835.t1	0	1	0	0	6	1	2	2	1	1	3	2.50	2	0	0	2	0	5	1	2	0
LVA_36285.t1	27	16	34	10	37	48	16	33.50	39	37	23	31	4	15	16	32	10	13	6	0	6
LVA_36242.t1	14	16	13	15	36	21	21	55	28	4	2	6	19	20	15	11	16	17	22	8	12
LVA_36143.t1	13	19.50	16.50	6.50	25.33	34.50	13.50	4	25.00	1	3	3.50	153.98	123.50	150.83	51.50	61.17	73.00	200.00	117.50	138.44
LVA_36633.t1	2.67	2.50	7.17	2.50	7.67	95.17	13.00	3.50	2.83	1.50	3.83	1.83	17.50	7.42	11.83	1.17	2	7	10.92	10.33	10.00
LVA_36061.t1	62.50	91	39	86.50	57	153.00	13.50	96	83	5	14.67	3	61.50	58	75.50	57.33	68	96.67	75	49.25	59
LVA_35724.t1	2461	3032.00	1164	1366.00	2133.50	2652	2353	1596	1744.00	424.00	863	977.00	2354	1311	1523	984.00	697.00	906	1528	1031	963.00
LVA_36040.t1	59	67	39	22.50	71.25	63.50	40	55.50	55.50	5	8	14	30	10.50	14.50	6	11.50	7.50	23	26.50	19.50
LVA_36607.t1	3689	4436.00	2902	3583.00	5375	5555	1784	1004	1948	832	520	1256	5245.50	3601	4694	4182	3470	8263	3880	3072	2913
LVA_36445.t1	17	12	10	79.50	66.50	26	4	42.50	119	45.50	34	95	526	316.17	174.50	40.50	67	61	221	159	140.50
LVA_36499.t1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	3	0	0	1	1
LVA_36984.t1	0	0	1	0.50	0.20	2.67	0.50	0	0	0	0.50	3.83	4.83	3	0.83	2.33	0.83	1.83	7.83	0.33	0
LVA_36584.t1	0	0	1	2	2	6	2	0	0	1	0	4	7	0	4.83	2	2	3.50	6	2	1.50
LVA_35670.t1	2099	2289	820	1133	1973.50	2215	453	552	779	128	129	208	1807.50	1097	1060	1532.50	1752	1800	700	502	588
LVA_36157.t1	0	0.25	2	1	3.75	2.83	0.33	5.95	16.08	0	1	1.20	3.03	3	1	0	3.50	1	1.50	1.58	1.75
LVA_36377.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0
LVA_36131.t1	0	0	0	0	0.50	2	0	1.50	0	0	1	0	2.50	1	0	0	0.50	0	0	0	0
LVA_36350.t1	10.83	10.17	10.00	19.50	57.83	12.00	3.83	18.00	38.00	1.00	13.33	5.33	211.50	220.22	167.66	61.33	76.83	122.66	199.83	291.16	239.33
LVA_36350.t1.1.5f2bf3b3	10.33	9.67	10.00	18.50	52.33	11.00	3.33	16.00	37.00	1.00	12.33	5.33	203.00	206.72	160.66	59.33	73.33	117.66	192.33	282.66	220.33
LVA_36350.t1.1.5f2d42c7	10.83	10.17	10.00	19.50	57.83	12.00	3.83	18.00	40.00	1.00	13.33	5.33	216.50	225.22	174.66	61.33	78.83	123.66	201.83	295.16	246.33
LVA_36130.t1	107.50	137	34	22	124.50	49	63.50	24.50	165.50	19.50	30.50	53	1065.83	539	639.17	699.83	602	645	670.17	447.33	449.17
LVA_35683.t1	1	3	1	52	18	6	16	31	44	0	13	0	104	84	22	44	41	45	163	796	667
LVA_36529.t1	80	99	40	17	84	149	74	127	56	161	97	234	10	12	4	17	45	26	52	39	43
LVA_35974.t1	754	759.50	570	375.50	509	827	900.33	232.50	868.83	97.50	139.33	192.50	505.50	269.50	385.75	301	291.33	432.89	365.17	256.50	230.83
LVA_35689.t1	307.50	299.00	808.87	209	849.83	921.83	1253.08	307.67	216	53.83	13	59	1604.33	956.33	1077.50	434.03	435.04	523.67	1282.83	938.20	936.17
LVA_35885.t1	7430.50	9323.88	5147.97	5584.20	11325.00	7627.22	4904.17	4192.50	6487.78	513.50	611	785.27	11171.67	6312.23	6160.23	9797.75	7712.27	7445.02	3995.70	2843.08	2673.92
LVA_35756.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	1	4	1	0	1
LVA_36394.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.20	0.50	0	0.70	0	0	0	0	0
LVA_37034.t1	6	16	25	18	43	23	18	5	74	34	10	10	77	73	48	123	81	96	26	29	44
LVA_36750.t1	1269.12	1486.25	986.75	1105.25	1528.88	1664.62	885.87	835.38	964.37	236.88	235.50	402.62	2380	1338.37	1533.25	761	892.62	1105.87	1538.29	1216.50	1070.87
LVA_36750.t1.1.5f2bf3b8	1216.38	1434	921.00	1068.25	1465.88	1579.12	839.62	791.38	915.62	222.12	220.25	383.62	2571.75	1475.12	1647.50	817.50	910.88	1133.87	1669.04	1356	1179.37
LVA_36750.t1.2.5f2bf3b8	1165.38	1364.75	923.25	1034.50	1377.12	1523.25	833.12	786.50	909.87	229.62	225	381.87	2172	1257.12	1427.25	731.75	829.88	1046.12	1488.12	1181.50	1046.62
LVA_36750.t1.3.5f2bf3b8	1262.12	1478.50	983.00	1104.25	1522.12	1656.62	882.62	832.88	960.37	236.88	234.75	401.62	2348	1324.62	1514.50	757	885.88	1101.37	1503.29	1184	1041.87
LVA_36750.t1.4.5f2bf3b8	1209.38	1426.25	917.25	1067.25	1459.12	1571.12	836.37	788.88	911.62	222.12	219.50	382.62	2539.75	1461.37	1628.75	813.50	904.12	1129.37	1634.04	1323.50	1150.37
LVA_36750.t1.5.5f2bf3b8	6583.62	7606.50	4855.50	6474.50	7022.12	9199.75	10383.21	9348.50	7795.12	3110.87	3016.75	4597.87	10820.75	6442.87	7601.50	3598.25	4175.12	5525.12	9454.87	7225	6609.12
LVA_36750.t1.6.5f2bf3b9	1158.38	1357	919.50	1033.50	1370.38	1515.25	829.87	784	905.87	229.62	224.25	380.87	2140	1243.37	1408.50	727.75	823.12	1041.62	1453.12	1149	1017.62
LVA_36750.t1.7.5f2bf3b9	1105.62	1304.75	853.75	996.50	1307.38	1429.75	783.62	740	857.12	214.88	209	361.87	2331.75	1380.12	1522.75	784.25	841.38	1069.62	1583.88	1288.50	1126.12
LVA_35896.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0
LVA_36190.t1	0	1	0	308.50	2	2.50	1	1	2	0	2	2	39.50	44.50	19	10	22	17	16	73	14.50
LVA_35860.t1	0	0	0	0	0	0	0	0	0	0.20	0	0	0.60	0.63	0.89	0.78	0.77	0	1.18	0	0.14
LVA_36273.t1	250.50	315	223.33	97	353.50	259	292	138	758.83	67	103	70	77	89	76	89	65	36.33	131	79	109
LVA_36372.t1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_35899.t1	0	0	0.50	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0.50	3	0	0	0
LVA_36297.t1	547	706	339	467.50	1322.50	709.00	757	1392.50	700	611.50	542	2485	528.50	419	715.50	154	280	555	1134.00	461.33	615.50
LVA_36894.t1	13.50	27.50	11	7	217.50	94.50	51	41.67	43.50	9	6.50	25	253.83	168.83	170.67	126.50	235	22.50	253.33	170.17	142.50
LVA_36662.t1	195	227	111	65	262	303	89	88	135	16	24	36	180.50	82	67	174	82	96	49	78	64
LVA_35933.t1	170.50	259.83	268	77.50	437.50	182.50	14	138	212	10	106	51	129.50	87	68.50	29	69.50	69	340	373	422.23
LVA_35852.t1	749	1011	477	542	643	751	805	161	597	1282	1109	521	155	122	170	91	102	107	159	89	98
LVA_36444.t1	0	0	0	0.17	0.37	0.36	0	0	0	0.91	0	0	17.12	3.42	14.75	11.10	8.29	13.93	10.14	14.20	16.48
LVA_36830.t1	754.50	871.00	666.00	916.50	1203.00	698.00	1327.00	389.00	885.00	220.00	242.50	100.33	360.00	222.83	368.33	412.00	220.00	300.00	343.00	264.50	234.50
LVA_36396.t1	1	0	1	5.50	2	0	0	1	9.50	15	2	0	12.50	8	9	1	1	2	12	8	4
LVA_36414.t1	220	334	292	61	104	120	168	258	257	131	175	141	143	87	72	53	74	80	81	84	118
LVA_35567.t1	3522.00	4423	2701.00	2147	2722	4067	1147	985	1570	802	826	1050	614	410	556	461	585	382	628	549	530
LVA_35999.t1	3	2	1.50	1	0.50	3	3.50	0.50	4	1.50	5	0.50	209.50	117.50	181.50	118	122	103	222.50	167.50	170
LVA_36885.t1	594	765	564	240	482	460.33	266	284.00	249	38	44	57.53	162	136.50	137	111	138.33	190	168	133	111
LVA_36655.t1	0	0	203	2	0	1	1	1	0	0	7	0	2	2	0	0	6	2	2	3	6
LVA_35878.t1	1487.50	1887.50	824.50	757	1353	822.50	540	1126.17	623.50	151.50	117	235	400	269.00	271	202	265.50	174.50	315.50	211	178
